titre_poste,entreprise,ville_normalized,region,type_contrat_normalized,modalite_travail,is_remote,is_hybrid,niveau_etudes_normalized,experience_requise,experience_years_min,experience_years_max,langue,secteur_activite,sous_secteur,fonction,soft_skills,tech_stack,tech_count,soft_skills_count,nbr_postes,date_limite,date_annee,job_id,is_agile_driven,has_corp_perks,is_remote_friendly
Technicien Audiovisuel (H-F),Sorec,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Audiovisuel,Internet / Multimédia,Internet / Multimédia,Ambition | Analyse | Autonomie | Collaboration | Communication | Créativité | Implication | Pragmatisme | Recherche de nouveauté | Réflexion,,0,10,1.0,21/04/2025,2024,F71B1CC4D5,False,False,False
Stagiaire chargé de sourcing/recrutement,Alten Maroc,Fès,Fès-Meknès,Stage,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Recrutement / Intérim,RH / Personnel / Formation,RH / Personnel / Formation,Analyse | Autonomie | Implication | Recherche de nouveauté,,0,4,2.0,21/04/2025,2024,691038CBEC,False,False,False
Ingénieur Système,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,Français | Anglais,Aéronautique / Spatial - Automobile / Motos / Cycles,Gestion projet / Etudes / R&D,Gestion projet / Etudes / R&D,Ambition | Autonomie | Communication | Curiosité | Recherche de nouveauté | Relation client | Rigoureux,,0,7,,21/04/2025,2024,CF0FBC8D9A,False,False,False
Expert BI Talend (F/H),Cgi Technologies Et Solutions Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion,Ssrs,1,8,2.0,21/04/2025,2024,4B273F7C5D,False,False,False
Project Manager (H/F),Capgemini Engineering,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,Français | Anglais,Gestion / Comptabilité / Finance- Gestion projet / Etudes / R&D- Secteur Automobile / Motos / Cycles - Conseil / Etudes,,,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Innovation | Management | Organisation | Planification | Rigueur,Agile | Jira,2,10,,21/04/2025,2024,CCFF974BBD,True,False,False
Spécialiste Senior en Intelligence Artificielle,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Rigoureux | Réflexion,Aws | Azure | Google Cloud | IA | Java | Pandas | Python | Pytorch | Scikit-learn | Spark | Sql | Tensorflow,12,6,1.0,21/04/2025,2024,A909073096,False,False,False
Build & CI/CD Engineer - Bazel Expert,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Collaboration | Communication | Implication | Management | Recherche de nouveauté | Réflexion,CI/CD | Devops | Docker | Git | GitLab CI | Linux | Python,7,8,1.0,21/04/2025,2024,1592AAC17E,True,False,False
IAO Assistance ( Maquette numérique / NewPDM),Alten Maroc,Tétouan,Tanger-Tétouan-Al Hoceïma,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,Français | Anglais,Automobile / Motos / Cycles,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Implication | Organisation | Recherche de nouveauté | Réflexion,Php,1,9,1.0,21/04/2025,2024,BBEA6F71D7,False,False,False
Développeur PHP Confirmé ( PHP natif / TMA ),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Implication | Recherche de nouveauté | Réflexion,Docker | Git | Javascript | Mysql | Php | Postgresql,6,8,1.0,21/04/2025,2024,A0BF5EDC8D,False,False,False
"Développeur Front End Angular, React et Vue.js",Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Angular | Java | Node.js | R | React | Vue.js,6,5,1.0,21/04/2025,2024,EC45E01F90,False,False,False
Développeur Front-End Senior ( Vue.js/.NET),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Fiabilité | Implication | Management | Recherche de nouveauté | Réflexion,Api | Node.js | Nuxt | Scrum | Vue.js,5,8,1.0,21/04/2025,2024,BD52772BE4,True,False,False
Ingénieur Validation Fonctionnelle et Tests Automatisés ( Pytest ),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Gestion de projet | Implication | Recherche de nouveauté | Réflexion,Api | Confluence | Git | GitLab CI | Jira | Python,6,7,1.0,21/04/2025,2024,CF8E0C5EEB,False,False,False
Incident Manager ( Expérimenté ),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion,Confluence,1,8,1.0,21/04/2025,2024,1B6C47D4FA,True,False,False
Tech Lead Senior DevOps,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Esprit d'analyse | Esprit d'équipe | Implication | Recherche de nouveauté | Réflexion,Apache | CI/CD | Devops | Java | Jenkins | Scrum | Sql,7,10,1.0,21/04/2025,2024,401150456D,True,False,False
Transmission Consultant,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans) - Confirmé (5 à 10 ans),1,3,Anglais,Telecom,Télécom / Réseaux,Télécom / Réseaux,Ambition | Analyse | Autonomie | Implication | Management | Recherche de nouveauté | Réflexion,Agile | Scrum,2,7,1.0,21/04/2025,2024,437B75C3AB,True,True,False
Pilote Planning (Automotive),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Gestion projet / Etudes / R&D- Informatique / Electronique- Secteur Aéronautique / Spatial - Automobile / Motos / Cycles,,,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté,,0,6,1.0,21/04/2025,2024,21EBF0785B,False,False,False
Consultant de production suivi exploitation,Alten Maroc,Fès,Fès-Meknès,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Banque / Finance,Gestion / Comptabilité / Finance,Gestion / Comptabilité / Finance,Analyse | Communication | Organisation,Jira | Sql,2,3,,21/04/2025,2024,3553E8D5AA,False,False,False
Tech Lead Senior DevOps,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Esprit d'analyse | Esprit d'équipe | Implication | Recherche de nouveauté | Réflexion,CI/CD | Devops | Gcp | Go | Google Cloud | Kubernetes | Postgresql | Python | Scrum,9,10,1.0,21/04/2025,2024,F528A437D8,True,False,False
QMS Technical Support Quality,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,,Automobile / Motos / Cycles,Audit / Conseil,Audit / Conseil,Communication | Flexibilité | Management | Organisation | Réflexion,,0,5,,21/04/2025,2024,3630C9365C,False,False,False
QMS Analyst,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Automobile / Motos / Cycles,Audit / Conseil,Audit / Conseil,Communication | Flexibilité | Management | Organisation | Réflexion,Excel | Power BI,2,5,1.0,21/04/2025,2024,2765ACE982,False,False,False
SW ECU Engineer (Automotive),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Informatique / Electronique- Secteur Aéronautique / Spatial - Automobile / Motos / Cycles,,,Ambition | Autonomie | Implication | Management | Recherche de nouveauté,Jira,1,5,1.0,21/04/2025,2024,20A9A168F6,False,False,False
Development Quality Leader (Automotive),Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,Anglais,Gestion projet / Etudes / R&D- Informatique / Electronique- Secteur Aéronautique / Spatial - Automobile / Motos / Cycles,,,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté,Excel | Power BI | Sql,3,6,1.0,21/04/2025,2024,A4C06A37E7,False,False,False
Order Scheduler,Alten Maroc,Tétouan,Tanger-Tétouan-Al Hoceïma,CDI,Hybride,0,1,Bac+5,Débutant (-1 an),1,1,Anglais,Automobile / Motos / Cycles,Logistique / Transport (métiers de),Logistique / Transport (métiers de),Implication | Management | Organisation,Excel,1,3,,21/04/2025,2024,EB4796E853,False,False,False
Direct Materiel Buyer,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Automobile / Motos / Cycles,Achats / Supply Chain,Achats / Supply Chain,Recherche de nouveauté,,0,1,1.0,21/04/2025,2024,5EAB46BDC5,False,False,False
Tech Lead expérimenté Servicenow,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Adaptabilité | Ambition | Analyse | Autonomie | Collaboration | Communication | Esprit d'analyse | Esprit d'équipe | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Javascript | Jira | Scrum,3,13,1.0,21/04/2025,2024,0A68AE84D5,True,False,False
Change & Process Management,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Débutant (-1 an),1,1,Anglais,Automobile / Motos / Cycles,Télécom / Réseaux,Télécom / Réseaux,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,,0,6,,21/04/2025,2024,DB1BF74D5F,False,False,False
Product Owner télécom,Orange Business Rabat,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Collaboration | Implication | Leadership | Négociation | Recherche de nouveauté | Réflexion,Agile | IA,2,8,1.0,21/04/2025,2024,E2212BA5D2,True,False,False
Data Engineer,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Débutant (-1 an),1,1,Français | Anglais,Automobile / Motos / Cycles,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Relation client | Rigueur | Réflexion | Écoute,Git | Hadoop | IA | Mysql | Oracle | Python | SQL Server | Spark | Sql,9,10,,21/04/2025,2024,C71CFFD9E8,False,False,False
Developpeur Outil de Diagnostique automobile ( H/F),Capgemini Engineering,Fès,Fès-Meknès,CDI,Hybride,0,1,Bac+2,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Automobile / Motos / Cycles,Méthodes / Process / Industrialisation,Méthodes / Process / Industrialisation,Analyse | Communication | Esprit d'analyse | Organisation | Recherche de nouveauté | Réflexion,Jira | Python | Rpa,3,6,,21/04/2025,2024,84DFA28210,False,False,False
Consultant Cyber sécurité,Orange Business,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Esprit d'équipe | Gestion de projet | Implication | Planification | Recherche de nouveauté | Réflexion,Cybersécurité | ISO 27001,2,9,1.0,21/04/2025,2024,F6DC3B6DF4,False,False,False
Chef de projet IT (H/F) à Salé,Axa Services Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique -,Informatique / Electronique,Informatique / Electronique,Analyse | Autonomie | Collaboration | Communication | Gestion de projet | Organisation | Prise de décision | Recherche de nouveauté | Rigueur,,0,9,1.0,21/04/2025,2024,EAA5A6BFA5,False,False,False
Product Owner,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Français | Anglais,Automobile / Motos / Cycles,Télécom / Réseaux,Télécom / Réseaux,Ambition | Autonomie | Implication | Proactif | Recherche de nouveauté | Réflexion,Api | IA | Jira | Sql,4,6,,21/04/2025,2024,B17F8392BF,False,False,False
Testeur Informatique Anglophone (H/F),Axa Services Maroc Sale,Salé,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique -,,,Analyse | Flexibilité | Implication | Organisation | Recherche de nouveauté | Travail en équipe,Agile,1,6,4.0,21/04/2025,2024,0B4FB04008,True,False,False
Chef de projet Cyber Sécurité,Orange Business,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Implication | Management | Négociation | Organisation | Recherche de nouveauté | Réflexion | Travail en équipe,Excel,1,12,1.0,21/04/2025,2024,802CF85F17,True,False,False
Consultant Sénior en Audit IT,Pwc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Comptabilité / Audit - Conseil / Etudes,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Curiosité | Esprit d'équipe | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Oracle | Sap,2,9,2.0,21/04/2025,2024,353519E124,True,False,False
Chargé de la sécurité financière,Bank Assafa,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Banque (métiers de la)- Gestion / Comptabilité / Finance- Secteur Banque / Finance,,,Flexibilité | Implication | Organisation,Swift,1,3,1.0,21/04/2025,2024,F17AF2EA51,False,False,False
Ingénieur en Etudes et Travaux Electricité,Societe De Developpement Des Services Publics De Distribution Region Dakhla Oued Eddahab,Dakhla,Dakhla-Oued Ed-Dahab,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur Electricité - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Organisation | Persuasion | Rigueur | Travail en équipe,,0,9,3.0,20/04/2025,2024,A18BFC4C91,False,False,False
Ingénieur Expérimenté en Electricité,Societe De Developpement Des Services Publics De Distribution Region Dakhla Oued Eddahab,Dakhla,Dakhla-Oued Ed-Dahab,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur Electricité - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Leadership | Organisation | Persuasion | Planification | Rigueur | Travail en équipe,,0,11,3.0,20/04/2025,2024,AD7DDA52C6,False,False,False
Ingénieur en Etudes et Travaux Eau et Assainissement,Societe De Developpement Des Services Publics De Distribution Region Dakhla Oued Eddahab,Dakhla,Dakhla-Oued Ed-Dahab,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil - Autres services,,,Analyse | Autonomie | Communication | Fiabilité | Organisation | Persuasion | Rigueur | Travail en équipe,,0,8,3.0,20/04/2025,2024,87EEAF0CAF,False,False,False
Ingénieur en Etudes et Travaux Electricité,Societe De Developpement Des Services Publics De Distribution Region Laayoune Sakia El Hamra,Laâyoune,Laâyoune-Sakia El Hamra,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur Electricité - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Organisation | Persuasion | Rigueur | Travail en équipe,,0,9,8.0,20/04/2025,2024,85CB84E778,False,False,False
Ingénieur en Etudes et Travaux Eau et Assainissement,Societe De Developpement Des Services Publics De Distribution Region Laayoune Sakia El Hamra,Laâyoune,Laâyoune-Sakia El Hamra,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil - Autres services,,,Analyse | Autonomie | Communication | Fiabilité | Organisation | Persuasion | Rigueur | Travail en équipe,,0,8,9.0,20/04/2025,2024,D759681E77,False,False,False
Ingénieur Expérimenté en Eau et Assainissement,Societe De Developpement Des Services Publics De Distribution Region Guelmim Oued Noun,Guelmim,Guelmim-Oued Noun,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Leadership | Organisation | Persuasion | Planification | Rigueur | Travail en équipe,,0,11,5.0,20/04/2025,2024,FCA5DC5EB0,False,False,False
Ingénieur Expérimenté en Electricité,Societe De Developpement Des Services Publics De Distribution Region Laayoune Sakia El Hamra,Laâyoune,Laâyoune-Sakia El Hamra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur Electricité - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Leadership | Organisation | Persuasion | Planification | Rigueur | Travail en équipe,,0,11,4.0,20/04/2025,2024,EDF4815BE4,False,False,False
Ingénieur Expérimenté en Eau et Assainissement,Societe De Developpement Des Services Publics De Distribution Region Laayoune Sakia El Hamra,Laâyoune,Laâyoune-Sakia El Hamra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Leadership | Organisation | Persuasion | Planification | Rigueur | Travail en équipe,,0,11,5.0,20/04/2025,2024,3F22C0DF22,False,False,False
Ingénieur Expérimenté en Eau et Assainissement,Societe De Developpement Des Services Publics De Distribution Region Dakhla Oued Eddahab,Dakhla,Dakhla-Oued Ed-Dahab,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Gestion projet / Etudes / R&D- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil - Autres services,,,Analyse | Autonomie | Communication | Créativité | Fiabilité | Leadership | Organisation | Persuasion | Planification | Rigueur | Travail en équipe,,0,11,3.0,20/04/2025,2024,E1748BAB8E,False,False,False
Industrial Data Analyst (SAP & Power BI),Relats Maroc,Tanger,Tanger-Tétouan-Al Hoceïma,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Méthodes / Process / Industrialisation- Secteur Electronique - Autres Industries,,,Ambition | Autonomie | Implication | Management | Organisation | Recherche de nouveauté | Réflexion,Data Science | Dax | Power BI | Power Query | Sap,5,7,1.0,20/04/2025,2024,1B67E6CB0C,False,False,False
Digitalization Engineer - Jorf Lasfar,Cobco Jorf Lasfar,El Jadida,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion | Stress | Teamwork,,0,9,1.0,20/04/2025,2024,84A30B70DB,False,False,False
Chef de projet SI (Infrastructure et Développement Web),Foods And Goods,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français | Anglais | Arabe,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Autonomie | Curiosité | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Sens du détail,Angular | Django | Excel | Firewall | Java | Javascript | Laravel | Node.js | Php | Power BI | Python | React | Spring | Sql | Vue.js,15,9,1.0,20/04/2025,2024,7EF19D840E,False,False,False
Chargé(e) de support informatique francophone,Genius Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,Français,Informatique / Electronique- Internet / Multimédia- Secteur Centre d'appels - Informatique,,,Autonomie | Communication | Implication | Organisation | Précision | Rigoureux | Rigueur | Réflexion | Travail en équipe | Écoute,,0,10,3.0,20/04/2025,2024,2D933A35E2,False,False,False
Service Excellence Manager,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Audit / Conseil- Gestion / Comptabilité / Finance- Secteur Banque / Finance - Conseil / Etudes,,,Autonomie | Collaboration | Communication | Flexibilité | Innovation | Leadership | Organisation,,0,7,1.0,20/04/2025,2024,0B0F7E79D3,False,False,False
Technicien Helpdesk (H/F),Manpower Agences,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+2,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,Français,Centre d'appels (métiers de)- Informatique / Electronique- Secteur Offshoring / Nearshoring,,,Adaptabilité | Communication | Esprit d'équipe | Flexibilité | Implication | Organisation | Persuasion | Rigueur | Travail en équipe,Excel,1,9,,19/04/2025,2024,A56AB65A7F,False,False,False
PMO Finance - Process Management,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Audit / Conseil- Gestion / Comptabilité / Finance- Secteur Banque / Finance - Conseil / Etudes,,,Autonomie | Communication | Flexibilité | Innovation | Leadership | Management | Organisation,Agile | Oracle | Sap,3,7,1.0,19/04/2025,2024,BD6F1DCBAF,True,False,False
Process Safety Management & Emergencies Engineer,Cobco,El Jadida,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Environnement (métiers de l')- Méthodes / Process / Industrialisation- Secteur BTP / Génie Civil - Extraction / Mines,,,Analyse | Implication | Organisation | Recherche de nouveauté | Réflexion,,0,5,1.0,19/04/2025,2024,CE3C66A888,False,False,False
Chef de Division Gestion du Réseau,Fmps Fondation Marocaine Du Prescolaire,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais | Arabe,Gestion / Comptabilité / Finance- Gestion projet / Etudes / R&D- Secteur Enseignement / Formation,,,Ambition | Autonomie | Communication | Gestion de projet | Leadership | Organisation | Planification | Proactivité,,0,8,2.0,19/04/2025,2024,37C2FFD192,False,False,False
Product Owner (H/F),Sofrecom Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Analyse | Autonomie | Gestion de projet | Implication | Minutie | Recherche de nouveauté | Rigoureux | Réflexion | Sens du détail | Écoute,Agile | Firewall | Scrum,3,11,1.0,19/04/2025,2024,9AAC36C4B9,True,False,False
Generative AI Testing Specialist,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans) - Expert (10 à 20 ans),5,10,,Autres services,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion,Agile | Aws | Azure | CI/CD | Deep Learning | Devops | Git | GitLab CI | Google Cloud | Java | Javascript | Jenkins | Machine Learning | Mysql | Oracle | Postgresql | Python,17,7,,25/04/2025,2024,D9BF97EF61,True,False,False
Ingénieur de Production,Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Implication | Management | Planification | Recherche de nouveauté | Réflexion,Docker | Kubernetes | Scrum,3,10,,19/04/2025,2024,0FC2029643,True,False,False
Technicien Informaticien,Aya Gold Silver Casablanca Et Peripherie,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+2,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Télécom / Réseaux- Secteur Indifférent,,,Ambition | Implication | Intégrité | Recherche de nouveauté | Travail en équipe,,0,5,1.0,19/04/2025,2024,FF961447DC,False,False,False
Technicien Informaticien,Aya Gold Silver Commune De Askaoun Cercle De Taliouine,Commune De Askaoun (Cercle De Taliouine),,CDI,Télétravail,1,0,Bac+2,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Télécom / Réseaux- Secteur Indifférent,,,Ambition | Implication | Intégrité | Recherche de nouveauté | Travail en équipe,,0,5,2.0,19/04/2025,2024,149C98D3D2,False,False,False
Administrateur Exploitation et Sécurité Système,Aya Gold Silver Casablanca Et Peripherie,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,,Informatique / Electronique- Télécom / Réseaux- Secteur Indifférent,,,Ambition | Analyse | Implication | Intégrité | Recherche de nouveauté | Travail en équipe,Linux | Windows Server,2,6,1.0,19/04/2025,2024,37936B6B73,False,False,False
Technicien Exploitation (H/F),Sorec,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Agriculture / Environnement,Gestion / Comptabilité / Finance,Gestion / Comptabilité / Finance,Analyse | Intégrité | Organisation | Sens du détail,,0,4,1.0,19/04/2025,2024,968DE85E0B,False,False,False
Consultant Mécanique en Ferroviaire H/F,Capgemini Engineering,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Anglais,Gestion projet / Etudes / R&D- Logistique / Transport (métiers de)- Secteur Conseil / Etudes - Electro-mécanique / Mécanique,,,Ambition | Analyse | Autonomie | Collaboration | Esprit d'analyse | Gestion de projet | Implication | Organisation | Organisé | Recherche de nouveauté,,0,10,,19/04/2025,2024,EEE2647C19,False,True,False
